ID,Label,Duration,SampleRate,Path,Attack,Speaker,Proportion,AudioChannel,AudioEncoding,AudioBitSample,Language
VoiceMOS-15-sys02a43-utt86b77a5,fake,2.32,16000,main/DATA/wav/sys02a43-utt86b77a5.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-16-sys02a43-utt8a201b4,fake,1.4,16000,main/DATA/wav/sys02a43-utt8a201b4.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-17-sys02a43-utt8d545f5,fake,2.93,16000,main/DATA/wav/sys02a43-utt8d545f5.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-18-sys02a43-utt93444c0,fake,2.42,16000,main/DATA/wav/sys02a43-utt93444c0.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-19-sys02a43-utt93fc6eb,fake,2.25,16000,main/DATA/wav/sys02a43-utt93fc6eb.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-20-sys02a43-utt9833565,fake,4.99,16000,main/DATA/wav/sys02a43-utt9833565.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-21-sys02a43-utt98bc94f,fake,4.35,16000,main/DATA/wav/sys02a43-utt98bc94f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-22-sys02a43-utta04e64a,fake,3.08,16000,main/DATA/wav/sys02a43-utta04e64a.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-23-sys02a43-utta9c063a,fake,2.49,16000,main/DATA/wav/sys02a43-utta9c063a.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-24-sys02a43-uttb391bbf,fake,2.69,16000,main/DATA/wav/sys02a43-uttb391bbf.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-25-sys02a43-uttb40183e,fake,2.0,16000,main/DATA/wav/sys02a43-uttb40183e.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-26-sys02a43-uttc901585,fake,1.43,16000,main/DATA/wav/sys02a43-uttc901585.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-27-sys02a43-uttcc72b04,fake,4.53,16000,main/DATA/wav/sys02a43-uttcc72b04.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-28-sys02a43-uttcc88d08,fake,1.17,16000,main/DATA/wav/sys02a43-uttcc88d08.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-29-sys02a43-uttd08a661,fake,3.37,16000,main/DATA/wav/sys02a43-uttd08a661.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-30-sys02a43-uttd6d79dd,fake,1.82,16000,main/DATA/wav/sys02a43-uttd6d79dd.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-31-sys02a43-utte24db1c,fake,4.17,16000,main/DATA/wav/sys02a43-utte24db1c.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-32-sys02a43-utte382a22,fake,4.34,16000,main/DATA/wav/sys02a43-utte382a22.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-33-sys02a43-uttf67b1d3,fake,1.52,16000,main/DATA/wav/sys02a43-uttf67b1d3.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-34-sys02a43-uttf69420c,fake,2.92,16000,main/DATA/wav/sys02a43-uttf69420c.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-35-sys02a43-uttf7c4792,fake,6.24,16000,main/DATA/wav/sys02a43-uttf7c4792.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-36-sys02a43-uttf9398a4,fake,4.37,16000,main/DATA/wav/sys02a43-uttf9398a4.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-37-sys02a43-uttfb0a235,fake,6.85,16000,main/DATA/wav/sys02a43-uttfb0a235.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-38-sys05205-utt0afb2ca,fake,3.11,16000,main/DATA/wav/sys05205-utt0afb2ca.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-39-sys05205-utt0c82cbf,fake,2.06,16000,main/DATA/wav/sys05205-utt0c82cbf.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-40-sys05205-utt10b91d6,fake,3.3,16000,main/DATA/wav/sys05205-utt10b91d6.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-41-sys05205-utt1cf92f2,fake,3.61,16000,main/DATA/wav/sys05205-utt1cf92f2.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-42-sys05205-utt1f887a0,fake,2.3,16000,main/DATA/wav/sys05205-utt1f887a0.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-43-sys05205-utt28e0225,fake,2.15,16000,main/DATA/wav/sys05205-utt28e0225.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-44-sys05205-utt2d5a613,fake,3.61,16000,main/DATA/wav/sys05205-utt2d5a613.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-45-sys05205-utt42b753d,fake,2.67,16000,main/DATA/wav/sys05205-utt42b753d.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-46-sys05205-utt43aca9c,fake,2.71,16000,main/DATA/wav/sys05205-utt43aca9c.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-47-sys05205-utt5173036,fake,3.11,16000,main/DATA/wav/sys05205-utt5173036.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-48-sys05205-utt5e5786b,fake,2.3,16000,main/DATA/wav/sys05205-utt5e5786b.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-49-sys05205-utt6198e36,fake,2.93,16000,main/DATA/wav/sys05205-utt6198e36.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-50-sys05205-utt61fd125,fake,3.43,16000,main/DATA/wav/sys05205-utt61fd125.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-51-sys05205-utt6cced55,fake,3.3,16000,main/DATA/wav/sys05205-utt6cced55.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-52-sys05205-utt6f03574,fake,2.44,16000,main/DATA/wav/sys05205-utt6f03574.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-53-sys05205-utt7d0eba3,fake,4.18,16000,main/DATA/wav/sys05205-utt7d0eba3.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-54-sys05205-utt84e0445,fake,2.67,16000,main/DATA/wav/sys05205-utt84e0445.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-55-sys05205-utt88cf054,fake,2.71,16000,main/DATA/wav/sys05205-utt88cf054.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-56-sys05205-utt8b1b749,fake,2.27,16000,main/DATA/wav/sys05205-utt8b1b749.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-57-sys05205-utt8b7d1a7,fake,3.43,16000,main/DATA/wav/sys05205-utt8b7d1a7.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-58-sys05205-utt8b7d91b,fake,2.74,16000,main/DATA/wav/sys05205-utt8b7d91b.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-59-sys05205-utt8bac41c,fake,2.06,16000,main/DATA/wav/sys05205-utt8bac41c.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-60-sys05205-utt909091b,fake,2.89,16000,main/DATA/wav/sys05205-utt909091b.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-61-sys05205-utt98306d4,fake,2.15,16000,main/DATA/wav/sys05205-utt98306d4.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-62-sys05205-utt99f6b69,fake,2.15,16000,main/DATA/wav/sys05205-utt99f6b69.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-63-sys05205-utt9d56117,fake,3.3,16000,main/DATA/wav/sys05205-utt9d56117.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-64-sys05205-utta21631b,fake,2.61,16000,main/DATA/wav/sys05205-utta21631b.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-65-sys05205-utta5d78e3,fake,2.93,16000,main/DATA/wav/sys05205-utta5d78e3.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-66-sys05205-uttb67c318,fake,4.31,16000,main/DATA/wav/sys05205-uttb67c318.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-67-sys05205-uttba29c47,fake,2.74,16000,main/DATA/wav/sys05205-uttba29c47.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-68-sys05205-uttbc9eb0f,fake,2.44,16000,main/DATA/wav/sys05205-uttbc9eb0f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-69-sys05205-uttcbe80f9,fake,2.71,16000,main/DATA/wav/sys05205-uttcbe80f9.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-70-sys05205-uttcc80c58,fake,3.11,16000,main/DATA/wav/sys05205-uttcc80c58.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-71-sys05205-uttce90fd8,fake,2.39,16000,main/DATA/wav/sys05205-uttce90fd8.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-72-sys05205-utte15b8a0,fake,2.39,16000,main/DATA/wav/sys05205-utte15b8a0.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-73-sys05205-utte591ca9,fake,2.15,16000,main/DATA/wav/sys05205-utte591ca9.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-74-sys05205-utte5c7508,fake,2.27,16000,main/DATA/wav/sys05205-utte5c7508.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-75-sys05205-utte96a957,fake,2.67,16000,main/DATA/wav/sys05205-utte96a957.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-76-sys0b2c1-utt0b99faf,fake,2.1,16000,main/DATA/wav/sys0b2c1-utt0b99faf.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-77-sys0b2c1-utt0d3f579,fake,3.61,16000,main/DATA/wav/sys0b2c1-utt0d3f579.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-78-sys0b2c1-utt11526a9,fake,2.26,16000,main/DATA/wav/sys0b2c1-utt11526a9.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-79-sys0b2c1-utt1741aa5,fake,2.64,16000,main/DATA/wav/sys0b2c1-utt1741aa5.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-80-sys0b2c1-utt1aba0ad,fake,3.94,16000,main/DATA/wav/sys0b2c1-utt1aba0ad.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-81-sys0b2c1-utt1e557dd,fake,2.02,16000,main/DATA/wav/sys0b2c1-utt1e557dd.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-82-sys0b2c1-utt20926bd,fake,2.46,16000,main/DATA/wav/sys0b2c1-utt20926bd.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-83-sys0b2c1-utt211d001,fake,2.33,16000,main/DATA/wav/sys0b2c1-utt211d001.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-84-sys0b2c1-utt299c338,fake,2.65,16000,main/DATA/wav/sys0b2c1-utt299c338.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-85-sys0b2c1-utt311133a,fake,2.71,16000,main/DATA/wav/sys0b2c1-utt311133a.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-86-sys0b2c1-utt31254c1,fake,2.61,16000,main/DATA/wav/sys0b2c1-utt31254c1.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-87-sys0b2c1-utt373b8e2,fake,2.55,16000,main/DATA/wav/sys0b2c1-utt373b8e2.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-88-sys0b2c1-utt39bbc6e,fake,2.44,16000,main/DATA/wav/sys0b2c1-utt39bbc6e.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-89-sys0b2c1-utt3d2a04f,fake,2.26,16000,main/DATA/wav/sys0b2c1-utt3d2a04f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-90-sys0b2c1-utt4228e58,fake,3.89,16000,main/DATA/wav/sys0b2c1-utt4228e58.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-91-sys0b2c1-utt425a19e,fake,2.2,16000,main/DATA/wav/sys0b2c1-utt425a19e.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-92-sys0b2c1-utt5c2e729,fake,2.1,16000,main/DATA/wav/sys0b2c1-utt5c2e729.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-93-sys0b2c1-utt800d467,fake,2.65,16000,main/DATA/wav/sys0b2c1-utt800d467.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-94-sys0b2c1-utt816c5b4,fake,2.71,16000,main/DATA/wav/sys0b2c1-utt816c5b4.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-95-sys0b2c1-utt886c84f,fake,2.46,16000,main/DATA/wav/sys0b2c1-utt886c84f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-96-sys0b2c1-utt94549c6,fake,3.61,16000,main/DATA/wav/sys0b2c1-utt94549c6.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-97-sys0b2c1-utt95166b6,fake,2.1,16000,main/DATA/wav/sys0b2c1-utt95166b6.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-98-sys0b2c1-utt9540ad0,fake,2.64,16000,main/DATA/wav/sys0b2c1-utt9540ad0.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-99-sys0b2c1-utt97147a0,fake,2.1,16000,main/DATA/wav/sys0b2c1-utt97147a0.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-100-sys0b2c1-utt9be8593,fake,2.5,16000,main/DATA/wav/sys0b2c1-utt9be8593.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-101-sys0b2c1-uttb10dc4f,fake,2.1,16000,main/DATA/wav/sys0b2c1-uttb10dc4f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-102-sys0b2c1-uttb2bcf9e,fake,2.14,16000,main/DATA/wav/sys0b2c1-uttb2bcf9e.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-103-sys0b2c1-uttbb1806a,fake,2.1,16000,main/DATA/wav/sys0b2c1-uttbb1806a.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-104-sys0b2c1-uttbfff47f,fake,2.04,16000,main/DATA/wav/sys0b2c1-uttbfff47f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-105-sys0b2c1-uttce4eba4,fake,2.55,16000,main/DATA/wav/sys0b2c1-uttce4eba4.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-106-sys0b2c1-uttd8d5e7d,fake,3.69,16000,main/DATA/wav/sys0b2c1-uttd8d5e7d.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-107-sys0b2c1-uttdcd9279,fake,2.61,16000,main/DATA/wav/sys0b2c1-uttdcd9279.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-108-sys0b2c1-uttdd3d452,fake,2.55,16000,main/DATA/wav/sys0b2c1-uttdd3d452.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-109-sys0b2c1-utte3c6fff,fake,2.65,16000,main/DATA/wav/sys0b2c1-utte3c6fff.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-110-sys0b2c1-uttf1cd60f,fake,2.04,16000,main/DATA/wav/sys0b2c1-uttf1cd60f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-111-sys0b2c1-uttf26de95,fake,2.2,16000,main/DATA/wav/sys0b2c1-uttf26de95.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-112-sys0b2c1-uttf3170b9,fake,2.33,16000,main/DATA/wav/sys0b2c1-uttf3170b9.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-113-sys0b2c1-uttf7cb1b9,fake,3.89,16000,main/DATA/wav/sys0b2c1-uttf7cb1b9.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-114-sys0bbe8-utt01f3e1c,fake,2.76,16000,main/DATA/wav/sys0bbe8-utt01f3e1c.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-115-sys0bbe8-utt0471a1e,fake,2.48,16000,main/DATA/wav/sys0bbe8-utt0471a1e.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-116-sys0bbe8-utt0546104,fake,3.04,16000,main/DATA/wav/sys0bbe8-utt0546104.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-117-sys0bbe8-utt28e5176,fake,3.16,16000,main/DATA/wav/sys0bbe8-utt28e5176.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-118-sys0bbe8-utt2cd66ec,fake,2.34,16000,main/DATA/wav/sys0bbe8-utt2cd66ec.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-119-sys0bbe8-utt3199652,fake,2.62,16000,main/DATA/wav/sys0bbe8-utt3199652.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-120-sys0bbe8-utt32162bf,fake,2.38,16000,main/DATA/wav/sys0bbe8-utt32162bf.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-121-sys0bbe8-utt37f9e72,fake,2.1,16000,main/DATA/wav/sys0bbe8-utt37f9e72.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-122-sys0bbe8-utt439f3c0,fake,2.28,16000,main/DATA/wav/sys0bbe8-utt439f3c0.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-123-sys0bbe8-utt4546115,fake,2.74,16000,main/DATA/wav/sys0bbe8-utt4546115.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-124-sys0bbe8-utt4b6b32e,fake,2.88,16000,main/DATA/wav/sys0bbe8-utt4b6b32e.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-125-sys0bbe8-utt4d48211,fake,2.7,16000,main/DATA/wav/sys0bbe8-utt4d48211.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-126-sys0bbe8-utt4f3c6e0,fake,2.88,16000,main/DATA/wav/sys0bbe8-utt4f3c6e0.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-127-sys0bbe8-utt51acb2c,fake,2.08,16000,main/DATA/wav/sys0bbe8-utt51acb2c.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-128-sys0bbe8-utt543682f,fake,3.2,16000,main/DATA/wav/sys0bbe8-utt543682f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-129-sys0bbe8-utt5f8f6fa,fake,2.38,16000,main/DATA/wav/sys0bbe8-utt5f8f6fa.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-130-sys0bbe8-utt5fd3d92,fake,2.36,16000,main/DATA/wav/sys0bbe8-utt5fd3d92.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-131-sys0bbe8-utt6d7396a,fake,2.34,16000,main/DATA/wav/sys0bbe8-utt6d7396a.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-132-sys0bbe8-utt6f0edf8,fake,4.52,16000,main/DATA/wav/sys0bbe8-utt6f0edf8.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-133-sys0bbe8-utt791a2fd,fake,2.24,16000,main/DATA/wav/sys0bbe8-utt791a2fd.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-134-sys0bbe8-utt80cb831,fake,2.24,16000,main/DATA/wav/sys0bbe8-utt80cb831.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-135-sys0bbe8-utt90f7d09,fake,2.34,16000,main/DATA/wav/sys0bbe8-utt90f7d09.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-136-sys0bbe8-utt9a38458,fake,2.76,16000,main/DATA/wav/sys0bbe8-utt9a38458.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-137-sys0bbe8-utt9bc5f51,fake,2.36,16000,main/DATA/wav/sys0bbe8-utt9bc5f51.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-138-sys0bbe8-utta377b2f,fake,2.24,16000,main/DATA/wav/sys0bbe8-utta377b2f.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-139-sys0bbe8-uttad56941,fake,2.4,16000,main/DATA/wav/sys0bbe8-uttad56941.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-140-sys0bbe8-uttaed0a9e,fake,2.58,16000,main/DATA/wav/sys0bbe8-uttaed0a9e.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-141-sys0bbe8-uttb5cde0c,fake,2.12,16000,main/DATA/wav/sys0bbe8-uttb5cde0c.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-142-sys0bbe8-uttb95c7cc,fake,3.58,16000,main/DATA/wav/sys0bbe8-uttb95c7cc.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-143-sys0bbe8-uttc0ad3e5,fake,2.48,16000,main/DATA/wav/sys0bbe8-uttc0ad3e5.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-144-sys0bbe8-uttd93b448,fake,2.6,16000,main/DATA/wav/sys0bbe8-uttd93b448.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-145-sys0bbe8-uttdfc62e7,fake,2.18,16000,main/DATA/wav/sys0bbe8-uttdfc62e7.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-146-sys0bbe8-utte31a8f5,fake,2.78,16000,main/DATA/wav/sys0bbe8-utte31a8f5.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-147-sys0bbe8-utte405a98,fake,2.82,16000,main/DATA/wav/sys0bbe8-utte405a98.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-148-sys0bbe8-uttf382e58,fake,3.48,16000,main/DATA/wav/sys0bbe8-uttf382e58.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-149-sys0bbe8-uttf6f98f8,fake,2.78,16000,main/DATA/wav/sys0bbe8-uttf6f98f8.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-150-sys0bbe8-uttfb64e2d,fake,2.36,16000,main/DATA/wav/sys0bbe8-uttfb64e2d.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-151-sys0bbe8-uttff3c086,fake,3.48,16000,main/DATA/wav/sys0bbe8-uttff3c086.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-152-sys0ce8e-utt04209dd,fake,3.6,16000,main/DATA/wav/sys0ce8e-utt04209dd.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-153-sys0ce8e-utt197611e,fake,2.7,16000,main/DATA/wav/sys0ce8e-utt197611e.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-154-sys0ce8e-utt26aca88,fake,2.73,16000,main/DATA/wav/sys0ce8e-utt26aca88.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-155-sys0ce8e-utt28f94fb,fake,2.73,16000,main/DATA/wav/sys0ce8e-utt28f94fb.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-156-sys0ce8e-utt336f9a6,fake,2.29,16000,main/DATA/wav/sys0ce8e-utt336f9a6.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-157-sys0ce8e-utt356fd2a,fake,3.1,16000,main/DATA/wav/sys0ce8e-utt356fd2a.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-158-sys0ce8e-utt3873174,fake,2.92,16000,main/DATA/wav/sys0ce8e-utt3873174.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-159-sys0ce8e-utt40228a3,fake,2.67,16000,main/DATA/wav/sys0ce8e-utt40228a3.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-160-sys0ce8e-utt45a9fb0,fake,3.1,16000,main/DATA/wav/sys0ce8e-utt45a9fb0.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-161-sys0ce8e-utt4e20722,fake,2.29,16000,main/DATA/wav/sys0ce8e-utt4e20722.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-162-sys0ce8e-utt4e84f8a,fake,3.42,16000,main/DATA/wav/sys0ce8e-utt4e84f8a.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-163-sys0ce8e-utt5136cfc,fake,3.1,16000,main/DATA/wav/sys0ce8e-utt5136cfc.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-164-sys0ce8e-utt55de657,fake,2.38,16000,main/DATA/wav/sys0ce8e-utt55de657.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-165-sys0ce8e-utt5605b4b,fake,2.05,16000,main/DATA/wav/sys0ce8e-utt5605b4b.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-166-sys0ce8e-utt65490cd,fake,2.67,16000,main/DATA/wav/sys0ce8e-utt65490cd.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-167-sys0ce8e-utt6a77a71,fake,2.6,16000,main/DATA/wav/sys0ce8e-utt6a77a71.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-168-sys0ce8e-utt74312a7,fake,2.43,16000,main/DATA/wav/sys0ce8e-utt74312a7.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-169-sys0ce8e-utt78588ff,fake,2.38,16000,main/DATA/wav/sys0ce8e-utt78588ff.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-170-sys0ce8e-utt7ae22f5,fake,2.05,16000,main/DATA/wav/sys0ce8e-utt7ae22f5.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-171-sys0ce8e-utt838ca33,fake,2.14,16000,main/DATA/wav/sys0ce8e-utt838ca33.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-172-sys0ce8e-utt8b590ac,fake,2.43,16000,main/DATA/wav/sys0ce8e-utt8b590ac.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-173-sys0ce8e-utt919cbaf,fake,3.29,16000,main/DATA/wav/sys0ce8e-utt919cbaf.wav,-,-,-,1,PCM_S,16,-
VoiceMOS-174-sys0ce8e-utt93510f6,fake,2.26,16000,main/DATA/wav/sys0ce8e-utt93510f6.wav,-,-,-,1,PCM_S,16,-
